age_group,count,mean,std,min,25%,50%,75%,max
0.0,32.0,3.25,5.702291559737898,0.0,0.0,0.0,3.5,18.0
1.0,78.0,4.702991452991453,8.706965806826943,0.0,0.0,1.0,3.75,41.0
2.0,372.0,6.024193548387097,8.943485674252779,0.0,1.0,2.0,7.0,51.0
3.0,300.0,3.6766666666666667,7.248027448568765,0.0,0.0,1.0,3.0,42.0
4.0,365.0,4.3863013698630136,7.5706437636992945,0.0,0.0,1.0,4.0,45.0
5.0,434.0,4.027649769585254,6.9743290757745315,0.0,0.0,1.0,5.0,48.0
6.0,517.0,3.70003223726628,7.225933986988556,0.0,0.0,1.0,3.0,44.0
7.0,447.0,3.447427293064877,7.7248818385882325,0.0,0.0,1.0,3.0,63.0
8.0,430.0,3.6372093023255814,7.008387357970014,0.0,0.0,1.0,3.0,39.0
