age_group,count,mean,std,min,25%,50%,75%,max
3.0,1.0,18.0,,18.0,18.0,18.0,18.0,18.0
4.0,4.0,22.75,4.272001872658765,20.0,20.0,21.0,23.75,29.0
5.0,9.0,14.444444444444445,10.260495981080924,6.0,8.0,11.0,16.0,39.0
6.0,28.0,17.5,13.980144650340513,0.0,7.0,14.0,23.0,49.0
7.0,64.0,13.890625,11.422780340805199,0.0,5.0,10.0,19.25,46.0
8.0,178.0,12.764044943820224,10.758806637780747,0.0,5.0,9.0,17.0,57.0
