age_group,count,mean,binomial std
0.0,604.0,0.046357615894039736,0.008555292245257064
1.0,1745.0,0.040687679083094556,0.004729483931085786
2.0,2766.0,0.09978308026030369,0.005698702049138488
3.0,1620.0,0.12160493827160494,0.008120131105626956
4.0,1574.0,0.1721728081321474,0.00951589762816182
5.0,1481.0,0.24240378122889938,0.01113553442775799
6.0,1028.0,0.33657587548638135,0.014738068297012005
7.0,510.0,0.5176470588235295,0.02212657799024933
8.0,311.0,0.7331189710610932,0.025082214995973445
