age_group,count,mean,binomial std
0.0,64.0,0.0,0.0
1.0,96.0,0.0,0.0
2.0,437.0,0.0,0.0
3.0,381.0,0.005249343832020997,0.003702091421878022
4.0,444.0,0.009009009009009009,0.004484168037192198
5.0,531.0,0.018832391713747645,0.005898982122942398
6.0,632.0,0.04430379746835443,0.00818506000440389
7.0,575.0,0.11652173913043479,0.013380350514707796
8.0,567.0,0.3368606701940035,0.01984888053078332
